 PageNo, Speed, Length, RealPower, SetFrequency, SetDuty, SetPower, GateOnTime, WorkingTime
26,250,241.2,0,1000,100,82,1154, 2022-01-08 11:00:55.892
27,250,241.1,0,1000,100,83,1670, 2022-01-08 11:00:59.390
28,250,241.2,0,1000,100,82,1154, 2022-01-08 11:01:02.040
29,250,241.1,0,1000,100,83,1670, 2022-01-08 11:01:05.538
30,250,241.2,0,1000,100,82,1154, 2022-01-08 11:01:08.162
31,30,19.4,0,1000,100,38,650, 2022-01-08 11:01:12.602
32,30,19.4,0,1000,100,38,650, 2022-01-08 11:01:14.154
33,30,19.4,0,1000,100,38,650, 2022-01-08 11:01:17.196
34,30,19.4,0,1000,100,38,650, 2022-01-08 11:01:18.968
35,30,19.4,0,1000,100,38,650, 2022-01-08 11:01:22.416
36,30,19.4,0,1000,100,38,650, 2022-01-08 11:01:24.114
37,30,19.4,0,1000,100,38,650, 2022-01-08 11:01:25.828
38,30,19.4,0,1000,100,38,650, 2022-01-08 11:01:28.826
39,30,19.4,0,1000,100,38,650, 2022-01-08 11:01:30.348
1,250,241.1,1111,1000,100,82,1154, 2022-01-08 11:07:13.665
2,250,241.2,1111,1000,100,83,1670, 2022-01-08 11:07:16.893
3,250,241.1,1111,1000,100,82,1153, 2022-01-08 11:07:19.747
4,250,241.2,1111,1000,100,83,1670, 2022-01-08 11:07:22.929
5,250,241.1,1111,1000,100,82,1154, 2022-01-08 11:07:25.761
6,250,241.2,1111,1000,100,83,1670, 2022-01-08 11:07:29.059
7,250,241.1,1111,1000,100,82,1153, 2022-01-08 11:07:35.195
8,250,241.2,1111,1000,100,83,1670, 2022-01-08 11:07:38.535
9,250,241.1,1111,1000,100,82,1154, 2022-01-08 11:07:41.311
10,250,241.2,1111,1000,100,83,1670, 2022-01-08 11:07:44.591
11,250,241.1,1111,1000,100,82,1154, 2022-01-08 11:07:47.447
12,250,241.2,1111,1000,100,83,1670, 2022-01-08 11:07:50.673
13,30,19.4,127,1000,100,38,650, 2022-01-08 11:07:55.349
14,30,19.4,126,1000,100,35,650, 2022-01-08 11:07:57.057
15,30,19.4,127,1000,100,38,650, 2022-01-08 11:07:59.939
16,30,19.4,126,1000,100,38,650, 2022-01-08 11:08:03.291
17,30,19.4,126,1000,100,38,650, 2022-01-08 11:08:05.075
18,30,19.4,126,1000,100,38,650, 2022-01-08 11:08:06.847
19,250,241.1,1221,1000,100,83,1670, 2022-01-08 11:08:27.937
20,250,241.2,1202,1000,100,82,1154, 2022-01-08 11:08:30.533
21,250,241.1,1226,1000,100,83,1670, 2022-01-08 11:08:34.003
22,250,241.2,1204,1000,100,82,1154, 2022-01-08 11:08:36.623
23,250,241.1,1228,1000,100,83,1670, 2022-01-08 11:08:40.109
24,250,241.2,1207,1000,100,82,1154, 2022-01-08 11:08:42.789
25,250,241.1,1227,1000,100,83,1670, 2022-01-08 11:08:49.545
26,250,241.2,1206,1000,100,82,1154, 2022-01-08 11:08:52.185
27,250,241.1,1230,1000,100,83,1670, 2022-01-08 11:08:55.641
28,250,241.2,1208,1000,100,82,1154, 2022-01-08 11:08:58.199
29,250,241.1,1231,1000,100,83,1670, 2022-01-08 11:09:01.745
30,250,241.2,1209,1000,100,82,1154, 2022-01-08 11:09:04.338
31,30,19.4,127,1000,100,38,650, 2022-01-08 11:09:09.110
32,30,19.4,126,1000,100,38,650, 2022-01-08 11:09:10.648
33,30,19.4,127,1000,100,38,650, 2022-01-08 11:09:13.706
34,30,19.4,127,1000,100,38,650, 2022-01-08 11:09:15.444
35,30,19.4,127,1000,100,38,650, 2022-01-08 11:09:18.908
36,30,19.4,127,1000,100,38,650, 2022-01-08 11:09:20.604
37,30,19.4,127,1000,100,38,650, 2022-01-08 11:09:22.336
38,30,19.4,126,1000,100,38,650, 2022-01-08 11:09:25.330
39,30,19.4,127,1000,100,38,650, 2022-01-08 11:09:26.832
1,250,241,1220,1000,100,38,1155, 2022-01-18 11:25:16.283
2,250,241.2,1220,1000,100,35,1670, 2022-01-18 11:25:19.543
3,250,241.1,1199,1000,100,35,1153, 2022-01-18 11:25:22.425
4,250,241.2,1223,1000,100,38,1670, 2022-01-18 11:25:25.725
5,250,241.1,1202,1000,100,36,1154, 2022-01-18 11:25:28.495
6,250,241.2,1226,1000,100,37,1670, 2022-01-18 11:25:31.781
7,250,241.1,1201,1000,100,34,1153, 2022-01-18 11:25:37.723
8,250,241.2,1226,1000,100,37,1670, 2022-01-18 11:25:40.949
9,250,241.1,1204,1000,100,38,1154, 2022-01-18 11:25:43.783
10,250,241.2,1228,1000,100,39,1670, 2022-01-18 11:25:47.127
11,250,241.1,1207,1000,100,35,1154, 2022-01-18 11:25:49.907
12,250,241.2,1230,1000,100,37,1670, 2022-01-18 11:25:53.141
13,30,19.4,127,1000,100,34,650, 2022-01-18 11:25:57.839
14,30,19.4,126,1000,100,31,650, 2022-01-18 11:25:59.549
15,30,19.4,127,1000,100,38,650, 2022-01-18 11:26:02.593
16,30,19.4,127,1000,100,38,650, 2022-01-18 11:26:05.961
17,30,19.4,126,1000,100,38,650, 2022-01-18 11:26:07.717
18,30,19.4,126,1000,100,38,650, 2022-01-18 11:26:09.363
19,250,241.1,1221,1000,100,83,1670, 2022-01-18 11:26:30.516
20,250,241.2,1203,1000,100,82,1154, 2022-01-18 11:26:33.142
21,250,241.1,1226,1000,100,83,1670, 2022-01-18 11:26:36.642
22,250,241.2,1204,1000,100,82,1154, 2022-01-18 11:26:39.346
23,250,241.1,1228,1000,100,83,1670, 2022-01-18 11:26:42.856
24,250,241.2,1207,1000,100,82,1154, 2022-01-18 11:26:45.612
25,250,241.1,1227,1000,100,83,1670, 2022-01-18 11:26:52.244
26,250,241.2,1207,1000,100,82,1154, 2022-01-18 11:26:55.064
27,250,241.1,1230,1000,100,83,1670, 2022-01-18 11:26:58.570
28,250,241.2,1208,1000,100,82,1154, 2022-01-18 11:27:01.340
29,250,241.1,1231,1000,100,83,1670, 2022-01-18 11:27:04.888
30,250,241.2,1209,1000,100,82,1154, 2022-01-18 11:27:07.514
31,30,19.4,127,1000,100,38,650, 2022-01-18 11:27:11.966
32,30,19.4,126,1000,100,38,650, 2022-01-18 11:27:13.470
33,30,19.4,127,1000,100,38,650, 2022-01-18 11:27:16.532
34,30,19.4,127,1000,100,38,650, 2022-01-18 11:27:18.338
35,30,19.4,127,1000,100,38,650, 2022-01-18 11:27:21.880
36,30,19.4,127,1000,100,38,650, 2022-01-18 11:27:23.630
37,30,19.4,127,1000,100,38,650, 2022-01-18 11:27:25.310
38,30,19.4,127,1000,100,38,650, 2022-01-18 11:27:28.314
39,30,19.4,127,1000,100,38,650, 2022-01-18 11:27:29.782
1,250,241.1,1192,1000,100,82,1154, 2022-01-18 11:31:04.132
2,250,241.2,1218,1000,100,83,1670, 2022-01-18 11:31:07.366
3,250,241.1,1199,1000,100,82,1153, 2022-01-18 11:31:10.194
4,250,241.2,1222,1000,100,83,1670, 2022-01-18 11:31:13.510
5,250,241.1,1202,1000,100,82,1154, 2022-01-18 11:31:16.306
6,250,241.2,1226,1000,100,83,1670, 2022-01-18 11:31:19.686
7,250,241.1,1201,1000,100,82,1153, 2022-01-18 11:31:25.632
8,250,241.2,1226,1000,100,83,1670, 2022-01-18 11:31:28.846
9,250,241.1,1204,1000,100,82,1154, 2022-01-18 11:31:31.622
10,250,241.2,1228,1000,100,83,1670, 2022-01-18 11:31:34.866
11,250,241.1,1206,1000,100,82,1154, 2022-01-18 11:31:37.700
12,250,241.2,1230,1000,100,83,1670, 2022-01-18 11:31:40.920
13,30,19.4,127,1000,100,38,650, 2022-01-18 11:31:45.490
14,30,19.4,126,1000,100,35,650, 2022-01-18 11:31:47.226
15,30,19.4,127,1000,100,38,650, 2022-01-18 11:31:50.124
16,30,19.4,126,1000,100,38,650, 2022-01-18 11:31:53.482
17,30,19.4,126,1000,100,38,650, 2022-01-18 11:31:55.206
18,30,19.4,126,1000,100,38,650, 2022-01-18 11:31:56.892
19,250,241.1,1221,1000,100,83,1670, 2022-01-18 11:32:17.988
20,250,241.2,1202,1000,100,82,1154, 2022-01-18 11:32:20.634
21,250,241.1,1226,1000,100,83,1670, 2022-01-18 11:32:24.096
22,250,241.2,1206,1000,100,82,1154, 2022-01-18 11:32:26.760
23,250,241.1,1228,1000,100,83,1670, 2022-01-18 11:32:30.262
24,250,241.2,1207,1000,100,82,1154, 2022-01-18 11:32:32.924
25,250,241.1,1227,1000,100,83,1670, 2022-01-18 11:32:39.594
26,250,241.2,1206,1000,100,82,1154, 2022-01-18 11:32:42.220
27,250,241.1,1230,1000,100,83,1670, 2022-01-18 11:32:45.658
28,250,241.2,1208,1000,100,82,1154, 2022-01-18 11:32:48.280
29,250,241.1,1231,1000,100,83,1670, 2022-01-18 11:32:51.796
30,250,241.2,1208,1000,100,82,1154, 2022-01-18 11:32:54.404
31,30,19.4,197,1000,100,38,650, 2022-01-18 11:32:59.102
32,30,19.4,196,1000,100,38,650, 2022-01-18 11:33:00.620
33,30,19.4,127,1000,100,38,650, 2022-01-18 11:33:03.682
34,30,19.4,126,1000,100,38,650, 2022-01-18 11:33:05.480
35,30,19.4,127,1000,100,38,650, 2022-01-18 11:33:08.960
36,30,19.4,127,1000,100,38,650, 2022-01-18 11:33:10.686
37,30,19.4,127,1000,100,38,650, 2022-01-18 11:33:12.372
38,30,19.4,127,1000,100,38,650, 2022-01-18 11:33:15.430
39,30,19.4,127,1000,100,38,650, 2022-01-18 11:33:17.006
1,250,241.1,126,1000,100,82,1154, 2022-01-18 11:36:36.331
2,250,241.2,126,1000,100,83,1670, 2022-01-18 11:36:39.493
3,250,241.1,1201,1000,100,82,1153, 2022-01-18 11:36:42.245
4,250,241.2,1225,1000,100,83,1670, 2022-01-18 11:36:45.567
5,250,241.1,1203,1000,100,82,1154, 2022-01-18 11:36:48.375
6,250,241.2,1227,1000,100,83,1670, 2022-01-18 11:36:51.677
7,250,241.1,1202,1000,100,82,1153, 2022-01-18 11:36:57.767
8,250,241.2,1227,1000,100,83,1670, 2022-01-18 11:37:01.057
9,250,241.1,1206,1000,100,82,1154, 2022-01-18 11:37:03.913
10,250,241.2,1230,1000,100,83,1670, 2022-01-18 11:37:07.111
11,250,241.1,1207,1000,100,82,1154, 2022-01-18 11:37:09.863
12,250,241.2,1231,1000,100,83,1670, 2022-01-18 11:37:13.101
13,30,19.4,127,1000,100,38,650, 2022-01-18 11:37:17.809
14,30,19.4,127,1000,100,35,650, 2022-01-18 11:37:19.565
15,30,19.4,127,1000,100,38,650, 2022-01-18 11:37:22.531
16,30,19.4,127,1000,100,38,650, 2022-01-18 11:37:25.935
17,30,19.4,127,1000,100,38,650, 2022-01-18 11:37:27.711
18,30,19.4,127,1000,100,38,650, 2022-01-18 11:37:29.417
19,250,241.1,1221,1000,100,83,1670, 2022-01-18 11:37:50.403
20,250,241.2,1203,1000,100,82,1154, 2022-01-18 11:37:52.991
21,250,241.1,1227,1000,100,83,1670, 2022-01-18 11:37:56.491
22,250,241.2,1206,1000,100,82,1154, 2022-01-18 11:37:59.119
23,250,241.1,1230,1000,100,83,1670, 2022-01-18 11:38:02.577
24,250,241.2,1207,1000,100,82,1154, 2022-01-18 11:38:05.269
25,250,241.1,1227,1000,100,83,1670, 2022-01-18 11:38:12.019
26,250,241.2,1206,1000,100,82,1154, 2022-01-18 11:38:14.595
27,250,241.1,1231,1000,100,83,1670, 2022-01-18 11:38:18.061
28,250,241.2,1208,1000,100,82,1154, 2022-01-18 11:38:20.695
29,250,241.1,1232,1000,100,83,1670, 2022-01-18 11:38:24.231
30,250,241.2,1209,1000,100,82,1154, 2022-01-18 11:38:26.935
31,30,19.4,127,1000,100,38,650, 2022-01-18 11:38:31.845
32,30,19.4,126,1000,100,38,650, 2022-01-18 11:38:33.371
33,30,19.4,127,1000,100,38,650, 2022-01-18 11:38:36.459
34,30,19.4,126,1000,100,38,650, 2022-01-18 11:38:38.223
35,30,19.4,127,1000,100,38,650, 2022-01-18 11:38:41.659
36,30,19.4,127,1000,100,38,650, 2022-01-18 11:38:43.357
37,30,19.4,127,1000,100,38,650, 2022-01-18 11:38:45.081
38,30,19.4,127,1000,100,38,650, 2022-01-18 11:38:48.103
39,30,19.4,127,1000,100,38,650, 2022-01-18 11:38:49.589
1,250,241.1,1192,1000,100,82,1154, 2022-01-18 11:42:03.606
2,250,241.2,1218,1000,100,83,1670, 2022-01-18 11:42:06.934
3,250,241.1,1199,1000,100,82,1153, 2022-01-18 11:42:09.642
4,250,241.2,1223,1000,100,83,1670, 2022-01-18 11:42:12.930
5,250,241.1,1202,1000,100,82,1154, 2022-01-18 11:42:15.754
6,250,241.2,1226,1000,100,83,1670, 2022-01-18 11:42:19.014
7,250,241.1,1201,1000,100,82,1153, 2022-01-18 11:42:24.920
8,250,241.2,1226,1000,100,83,1670, 2022-01-18 11:42:28.240
9,250,241.1,1204,1000,100,82,1154, 2022-01-18 11:42:31.054
10,250,241.2,1228,1000,100,83,1670, 2022-01-18 11:42:34.340
11,250,241.1,1206,1000,100,82,1154, 2022-01-18 11:42:37.152
12,250,241.2,1230,1000,100,83,1670, 2022-01-18 11:42:40.446
13,30,19.4,197,1000,100,38,650, 2022-01-18 11:42:45.290
14,30,19.4,196,1000,100,35,650, 2022-01-18 11:42:47.004
15,30,19.4,197,1000,100,38,650, 2022-01-18 11:42:49.882
16,30,19.4,196,1000,100,38,650, 2022-01-18 11:42:53.220
17,30,19.4,196,1000,100,38,650, 2022-01-18 11:42:54.900
18,30,19.4,196,1000,100,38,650, 2022-01-18 11:42:56.586
19,250,241.1,1221,1000,100,83,1670, 2022-01-18 11:43:17.610
20,250,241.2,1202,1000,100,82,1154, 2022-01-18 11:43:20.304
21,250,241.1,1226,1000,100,83,1670, 2022-01-18 11:43:23.842
22,250,241.2,1206,1000,100,82,1154, 2022-01-18 11:43:26.504
23,250,241.1,1230,1000,100,83,1670, 2022-01-18 11:43:29.926
24,250,241.2,1207,1000,100,82,1154, 2022-01-18 11:43:32.620
25,250,241.1,1227,1000,100,83,1670, 2022-01-18 11:43:39.332
26,250,241.2,1206,1000,100,82,1154, 2022-01-18 11:43:42.046
27,250,241.1,1230,1000,100,83,1670, 2022-01-18 11:43:45.492
28,250,241.2,1208,1000,100,82,1154, 2022-01-18 11:43:48.102
29,250,241.1,1231,1000,100,83,1670, 2022-01-18 11:43:51.570
30,250,241.2,1209,1000,100,82,1154, 2022-01-18 11:43:54.212
31,30,19.4,127,1000,100,38,650, 2022-01-18 11:43:58.962
32,30,19.4,127,1000,100,38,650, 2022-01-18 11:44:00.446
33,30,19.4,126,1000,100,38,650, 2022-01-18 11:44:03.542
34,30,19.4,126,1000,100,38,650, 2022-01-18 11:44:05.324
35,30,19.4,127,1000,100,38,650, 2022-01-18 11:44:08.838
36,30,19.4,127,1000,100,38,650, 2022-01-18 11:44:10.562
37,30,19.4,127,1000,100,38,650, 2022-01-18 11:44:12.290
38,30,19.4,127,1000,100,38,650, 2022-01-18 11:44:15.274
39,30,19.4,127,1000,100,38,650, 2022-01-18 11:44:16.776
1,250,241.1,1193,1000,100,82,1154, 2022-01-18 11:47:40.305
2,250,241.2,1220,1000,100,83,1670, 2022-01-18 11:47:43.543
3,250,241.1,1201,1000,100,82,1153, 2022-01-18 11:47:46.389
4,250,241.2,1225,1000,100,83,1670, 2022-01-18 11:47:49.741
5,250,241.1,1203,1000,100,82,1154, 2022-01-18 11:47:52.569
6,250,241.2,1227,1000,100,83,1670, 2022-01-18 11:47:55.833
7,250,241.1,1202,1000,100,82,1153, 2022-01-18 11:48:02.023
8,250,241.2,1227,1000,100,83,1670, 2022-01-18 11:48:05.443
9,250,241.1,1204,1000,100,82,1154, 2022-01-18 11:48:08.295
10,250,241.2,1230,1000,100,83,1670, 2022-01-18 11:48:11.513
11,250,241.1,1207,1000,100,82,1154, 2022-01-18 11:48:14.251
12,250,241.2,1231,1000,100,83,1670, 2022-01-18 11:48:17.635
13,30,19.4,127,1000,100,38,650, 2022-01-18 11:48:22.495
14,30,19.4,127,1000,100,35,650, 2022-01-18 11:48:24.189
15,30,19.4,127,1000,100,38,650, 2022-01-18 11:48:27.131
16,30,19.4,127,1000,100,38,650, 2022-01-18 11:48:30.525
17,30,19.4,127,1000,100,38,650, 2022-01-18 11:48:32.299
18,30,19.4,127,1000,100,38,650, 2022-01-18 11:48:33.975
19,250,241.1,1221,1000,100,83,1670, 2022-01-18 11:48:54.825
20,250,241.2,1202,1000,100,82,1154, 2022-01-18 11:48:57.589
21,250,241.1,1227,1000,100,83,1670, 2022-01-18 11:49:01.037
22,250,241.2,1206,1000,100,82,1154, 2022-01-18 11:49:03.679
23,250,241.1,1230,1000,100,83,1670, 2022-01-18 11:49:07.127
24,250,241.2,1207,1000,100,82,1154, 2022-01-18 11:49:09.785
25,250,241.1,1227,1000,100,83,1670, 2022-01-18 11:49:16.499
26,250,241.2,1207,1000,100,82,1154, 2022-01-18 11:49:19.177
27,250,241.1,1231,1000,100,83,1670, 2022-01-18 11:49:22.619
28,250,241.2,1208,1000,100,82,1154, 2022-01-18 11:49:25.301
29,250,241.1,1232,1000,100,83,1670, 2022-01-18 11:49:28.765
30,250,241.2,1209,1000,100,82,1154, 2022-01-18 11:49:31.421
31,30,19.4,127,1000,100,38,650, 2022-01-18 11:49:36.349
32,30,19.4,127,1000,100,38,650, 2022-01-18 11:49:37.847
33,30,19.4,126,1000,100,38,650, 2022-01-18 11:49:40.943
34,30,19.4,127,1000,100,38,650, 2022-01-18 11:49:42.715
35,30,19.4,127,1000,100,38,650, 2022-01-18 11:49:46.251
36,30,19.4,127,1000,100,38,650, 2022-01-18 11:49:47.943
37,30,19.4,127,1000,100,38,650, 2022-01-18 11:49:49.679
38,30,19.4,126,1000,100,38,650, 2022-01-18 11:49:52.649
39,30,19.4,127,1000,100,38,650, 2022-01-18 11:49:54.139
1,250,241.1,1193,1000,100,82,1154, 2022-01-18 11:54:14.303
2,250,241.2,1220,1000,100,83,1670, 2022-01-18 11:54:17.547
3,250,241.1,1201,1000,100,82,1153, 2022-01-18 11:54:20.363
4,250,241.2,1225,1000,100,83,1670, 2022-01-18 11:54:23.583
5,250,241.1,1203,1000,100,82,1154, 2022-01-18 11:54:26.347
6,250,241.2,1227,1000,100,83,1670, 2022-01-18 11:54:29.641
7,250,241.1,1202,1000,100,82,1153, 2022-01-18 11:54:35.645
8,250,241.2,1227,1000,100,83,1670, 2022-01-18 11:54:38.943
9,250,241.1,1204,1000,100,82,1154, 2022-01-18 11:54:41.756
10,250,241.2,1230,1000,100,83,1670, 2022-01-18 11:54:44.998
11,250,241.1,1207,1000,100,82,1154, 2022-01-18 11:54:47.726
12,250,241.2,1231,1000,100,83,1670, 2022-01-18 11:54:51.022
13,30,19.4,127,1000,100,38,650, 2022-01-18 11:54:55.710
14,30,19.4,127,1000,100,35,650, 2022-01-18 11:54:57.464
15,30,19.4,127,1000,100,38,650, 2022-01-18 11:55:00.402
16,30,19.4,127,1000,100,38,650, 2022-01-18 11:55:03.698
17,30,19.4,127,1000,100,38,650, 2022-01-18 11:55:05.406
18,30,19.4,127,1000,100,38,650, 2022-01-18 11:55:07.172
19,250,241.1,1221,1000,100,83,1670, 2022-01-18 11:55:28.286
20,250,241.2,1202,1000,100,82,1154, 2022-01-18 11:55:30.954
21,250,241.1,1227,1000,100,83,1670, 2022-01-18 11:55:34.410
22,250,241.2,1206,1000,100,82,1154, 2022-01-18 11:55:37.092
23,250,241.1,1230,1000,100,83,1670, 2022-01-18 11:55:40.552
24,250,241.2,1207,1000,100,82,1154, 2022-01-18 11:55:43.186
25,250,241.1,1227,1000,100,83,1670, 2022-01-18 11:55:49.868
26,250,241.2,1207,1000,100,82,1154, 2022-01-18 11:55:52.482
27,250,241.1,1231,1000,100,83,1670, 2022-01-18 11:55:55.950
28,250,241.2,1208,1000,100,82,1154, 2022-01-18 11:55:58.694
29,250,241.1,1232,1000,100,83,1670, 2022-01-18 11:56:02.206
30,250,241.2,1209,1000,100,82,1154, 2022-01-18 11:56:04.794
31,30,19.4,127,1000,100,38,650, 2022-01-18 11:56:09.240
32,30,19.4,127,1000,100,38,650, 2022-01-18 11:56:10.742
33,30,19.4,126,1000,100,38,650, 2022-01-18 11:56:13.816
